Venue Name,Venue type,Venue address,Latitude,Longitude
"The Common Park, East Brisbane",Park,"The Common Park, 99 Cambridge Street, East Brisbane",-27.4899,153.05
"The Community Place, Kalinga",Non-Council venue,"The Community Place, 20 Clark Street, Kalinga",-27.411247,153.045551
"The Esplanade Park, Ashgrove",Park,"The Esplanade Park, 64 Trout Street, Ashgrove",-27.4488,152.9918
The Gap mobile library,Mobile library,"The Gap mobile library, Sports ground car park, Glenaffric Street, The Gap",-27.446,152.9538
The Inspiration Garden,Park,"The Inspiration Garden, 118 Blackwood Avenue, Morningside",-27.4765,153.0814
The John Goss Reserve,Park,"The John Goss Reserve, Maundrell Terrace, Chermside West",-27.3815,153.0126
"The Johnson Flora Reserve, Robertson",Park,"The Johnson Flora Reserve, 78 Lindfield Circuit, Robertson",-27.5651,153.0503
"The Lake Parklands, Forest Lake",Park,"The Lake Parklands, 5 Alexandrina Circuit, Forest Lake",-27.6217,152.9605
The Pocket Community Garden,Park,"The Pocket Community Garden, Preston Street, Woolloongabba",-27.4956,153.0473
The Pocket Community Garden (road reserve),Community Garden,"The Pocket Community Garden, 97 Preston Street, East Brisbane",-27.4954,153.0474
"The Pullenvale Forest Park, Pullenvale",Park,"The Pullenvale Forest Park, 386 Pullenvale Road, Pullenvale",-27.5214,152.8898
"The Rafting Ground Park, Brookfield",Park,"The Rafting Ground Reserve, 2328 Moggill Road, Brookfield",-27.5196,152.9263
The T.C. Beirne Park,Park,"The T.C. Beirne Park, Gerler Road, Hendra",-27.4186,153.0684
"The Village Avenue Park, Coopers Plains",Park,"The Village Avenue Park, 70 The Village Avenue, Coopers Plains",-27.5691,153.0427
"The Windsor Town Quarry Park, Windsor",Park,"The Windsor Town Quarry Park, 356 Lutwyche Road, Windsor",-27.4285,153.0322
"The Woods Memorial Playground Park, Ashgrove",Park,"The Woods Memorial Playground Park, 120 Royal Parade, Ashgrove",-27.4473,152.9711
"Thistle Street Park (No.74), Gordon Park",Park,"Thistle Street Park (No.74), 74 Thistle Street, Gordon Park",-27.4205,153.031
"Thomas Gray Park, Bald Hills",Park,"Thomas Gray Park, 36 Sanicle Street, Bald Hills",-27.3074,153.0153
"Thomas Macleod Park, Sinnamon Park",Park,"Thomas Macleod Park, 40 Sinnamon Road, Sinnamon Park",-27.534,152.9514
"Thomas McBride Park, Pinkenba",Park,"Thomas McBride Park, 290 Eagle Farm Road, Pinkenba",-27.418623,153.121698
"Thomas Place Park, Ferny Grove",Park,"Thomas Place Park, 151A Ancaster Road, Ferny Grove",-27.4107,152.9156
"Thompson Estate Reserve, Greenslopes",Park,"Thompson Estate Reserve, 133 Juliette Street, Greenslopes",-27.5063,153.0427
"Thornycroft Street Park, Tarragindi",Park,"Thornycroft Street Park, 333 Toohey Road, Tarragindi",-27.5327,153.0435
"Thredbo Place Park, Belmont",Park,"Thredbo Place Park, 10 Thredbo Close, Belmont",-27.4883,153.133
"Thrush Street Park, Inala",Park,"Thrush Street Park, 120 Inala Avenue, Inala",-27.5996,152.9778
"Thurston Street Park, Tingalpa",Park,"Thurston Street Park, 45 Thurston Street, Tingalpa",-27.483,153.1312
"Thynne Road Park, Morningside",Park,"Thynne Road Park, 580 Wynnum Road, Morningside",-27.4691,153.0703
"Tigris Street Park, Riverhills",Park,"Tigris Street Park, 22 Tigris Street, Riverhills",-27.5581,152.9091
"Tillack Park, Mansfield",Park,"Tillack Park, 27 Blackberry Street, Mansfield",-27.5199,153.1036
"Tilquin Street Park, The Gap",Park,"Tilquin Street Park, 33 Tilquin Street, The Gap",-27.4371,152.9463
"Timberland Park, Algester",Park,"Timberland Park, 37 Cupania Street, Algester",-27.6141,153.0336
"Tinchi Tamba Wetlands Reserve, Bald Hills",Park,"Tinchi Tamba Wetlands Reserve, 397 Wyampa Road, Bald Hills",-27.2989,153.0224
"Tingalpa Creek Reserve, Chandler",Park,"Tingalpa Creek Reserve, 99 Chelsea Road, Chandler",-27.504,153.1816
"Tivoli Place Park, Forest Lake",Park,"Tivoli Place Park, 55A Centennial Way, Forest Lake",-27.6299,152.9562
"Tollana Place Park, Inala",Park,"Tollana Place Park, 28 Bedarra Street, Inala",-27.5839,152.9668
"Tom Burns Place, Wynnum",Park,"Tom Burns Place, 66 Wynnum North Esplanade, Wynnum",-27.434,153.1729
"Tom O'Neil Park, Oxley",Park,"Tom O'Neil Park, 1079 Oxley Road, Oxley",-27.56,152.9781
"Tones Road Park, Mansfield",Park,"Tones Road Park, 121 Tones Road, Mansfield",-27.5299,153.1108
"Tonks Street Park, Moorooka",Park,"Tonks Street Park, 24 Tonks Street, Moorooka",-27.5402,153.02
"Toohey Forest Park, Nathan",Park,"Toohey Forest Park, 600 Toohey Road, Nathan",-27.5371,153.0374
"Toombul Shire Hall, Nundah",Community Hall,"Toombul Shire Hall, 1141 Sandgate Road, Nundah",-27.4049,153.0604
"Toombul Terrace Park, Nundah",Park,"Toombul Terrace Park, 91 Toombul Terrace, Nundah",-27.4085,153.0562
"Toowong Cemetery, Toowong",General Council venue,"Toowong Cemetery, Frederick St & Mount Coot-Tha Road, Toowong",-27.4731,152.9741
"Toowong Community Hall, Toowong",Non-Council venue,"Toowong Community Hall, Josling Street, Toowong",-27.490809,152.992749
Toowong Library,Library,"Toowong Library, Toowong Village Shopping Centre, 9 Sherwood Road, Toowong",-27.4855,152.9919
"Toowong Memorial Park, Toowong",Park,"Toowong Memorial Park, 65 Sylvan Road, Toowong",-27.4799,152.9942
"Toowong Room, Brisbane City Hall",Library,"Toowong Room, Brisbane City Hall, 64 Adelaide Street, Brisbane City",-27.4691,153.0241
"Torquay Crescent (No.1695) Park, Tingalpa",Park,"Torquay Crescent (No.1695) Park, 1641 Wynnum Road, Tingalpa",-27.4727,153.1355
"Torrens Crescent Park, Wakerley",Park,"Torrens Crescent Park, 20 Margaret Crescent, Wakerley",-27.4821,153.1598
"Torwood Park, Auchenflower",Park,"Torwood Park, 99 Haig Road, Auchenflower",-27.4698,152.9966
"Toulby Street Park, Manly West",Park,"Toulby Street Park, 20 Toulby Street, Manly West",-27.4742,153.1656
"Trammies Corner Park, Paddington",Park,"Trammies Corner Park, 176 Latrobe Terrace, Paddington",-27.458465,152.994627
"Tranquil Park, Sunnybank Hills",Park,"Tranquil Park, 68 Peppercorn Street, Sunnybank Hills",-27.605047,153.05789
"Travorten Drive Park, Bridgeman Downs",Park,"Travorten Drive Park, 1 Travorten Drive, Bridgeman Downs",-27.3336,153.0054
"Trevally Crescent Park, Manly West",Park,"Trevally Crescent Park, 15 Teraglin Street, Manly West",-27.471,153.1689
"Trevallyn Place Park, Upper Kedron",Park,"Trevallyn Place Park, 18 Trevallyn Place, Upper Kedron",-27.4163,152.9247
"Tribune Street Park, South Brisbane",Park,"Tribune Street Park, 186A Vulture Street, South Brisbane",-27.4822,153.0211
"Tristania Close Park, Calamvale",Park,"Tristania Close Park, 18 Parklands Street, Calamvale",-27.6196,153.0578
"Tristania Way Park, Mount Gravatt East",Park,"Tristania Way Park, 75 Tristania Way, Mount Gravatt East",-27.5223,153.0906
"Tropical Display Dome, Brisbane Botanic Gardens Mt Coot-tha",Park,"Brisbane Botanic Gardens Mt Coot-tha, 152 Mt Coot-tha Road, Toowong",-27.4759,152.9777
"Trundle Park, Coorparoo",Park,"Trundle Park, 26 Kenneth Street, Coorparoo",-27.5041,153.0576
"Tuberose Place Park, Calamvale",Park,"Tuberose Place Park, 30 Calliandra Place, Calamvale",-27.6355392,153.056559
Tuckeroo Park,Park,"Tuckeroo Park, 1553 Nudgee Road, Nudgee Beach",-27.3686,153.1034
"Tuckett Street Park, Kenmore Hills",Park,"Tuckett Street Park, 39 Tuckett Street, Kenmore Hills",-27.5037,152.9255
"Tufnell Road Park, Banyo",Park,"Tufnell Road Park, 48 Tufnell Road, Banyo",-27.3677,153.0732
"Turley Street Park, Fairfield",Park,"Turley Street Park, 22 Turley Street, Fairfield",-27.5264,153.0893
"Turquoise Place Park, Wavell Heights",Park,"Turquoise Place Park, 41 Turquoise Place, Wavell Heights",-27.3839,153.0524
"Turrbal Place Park, Aspley",Park,"Turrbal Place Park, 26 Turrbal Place, Aspley",-27.3583,153.0046
"Twilight Street Park, Kenmore",Park,"Twilight Street Park, 103 Sunset Road, Kenmore",-27.522,152.9337
"Tyson Place Park, Forest Lake",Park,"Tyson Place Park, 9 Atherton Circuit, Forest Lake",-27.6098,152.957
"University of Queensland, St Lucia",Non-Council venue,"University of Queensland, Sir Fred Schonell Drive, St Lucia",-27.497,153.0131
"Upper Brookfield Road Park (no. 901), Upper Brookfield",Park,"Upper Brookfield Road Park (no. 901), 901 Upper Brookfield Road, Upper Brookfield",-27.4722,152.8346
"Upper Kedron Recreation Reserve, Upper Kedron",Park,"Upper Kedron Recreation Reserve, 270 Upper Kedron Road, Upper Kedron",-27.4133,152.923
"Upper Kedron/Cedar Creek Hall, Upper Kedron",Community Hall,"Upper Kedron/Cedar Creek Hall, 78 Cedar Creek Road, Upper Kedron",-27.4115,152.9184
"Upper Mt Gravatt Progress Hall, Mount Gravatt","Community Hall,General Council venue","Upper Mt Gravatt Progress Hall, 1873 Logan Rd, Mount Gravatt",-27.5557,153.0799
"Upton Street Park, Nundah",Park,"Upton Street Park, 25 Upton Street, Nundah",-27.3966,153.0628
"Ustinov Crescent Park, McDowall",Park,"Ustinov Crescent Park, 57 Beckett Road, McDowall",-27.3834,152.9876
"V. MCN. Peachey Park, Oxley",Park,"V.MCN. Peachey Park, 14 Henderson Street, Oxley",-27.5493,152.9742
"Valaria Avenue Park, Seven Hills",Park,"Valaria Avenue Park, 23A Porteus Drive, Seven Hills",-27.4856,153.0788
"Vallely Street Park, Annerley",Park,"Vallely Street Park, 51 Vallely Street, Annerley",-27.5126,153.029
"Valley Malls, Fortitude Valley",General Council venue,"Chinatown Mall and Brunswick Street Mall, Brunswick Street, Fortitude Valley",-27.458,153.0344
"Valley Pool, Fortitude Valley",Swimming pool,"Valley Pool, 432 Wickham Street, Fortitude Valley",-27.454,153.0343
"Vectis Street Park, Norman Park",Park,"Vectis Street Park, 165 Norman Avenue, Norman Park",-27.481,153.0591
"Vendale Avenue Park (no. 118A-120), Moorooka","Community Garden,Park","Vendale Avenue Park (no. 118A-120), 120 Vendale Avenue, Moorooka",-27.5308,153.0291
"Venetia Street Park, Stafford Heights",Park,"Venetia Street Park, 17 Venetia Street, Stafford Heights",-27.394,153.0062
Vera Street Community Garden,"Community Garden,Non-Council venue","Vera Street Community Garden, 78 Bywong Street, (access via Vera Street) Toowong",-27.4886,152.9783
"Verdelho Street Park, Eight Mile Plains",Park,"Verdelho Street Park, 29 Verdelho Street, Eight Mile Plains",-27.5804,153.0908
"Veterans Park, Moorooka",Park,"Veterans Park, 48 Anson Street, Moorooka",-27.5397,153.0169
"Vic Lucas Park, Bulimba",Park,"Vic Lucas Park, 152 Coutts Street, Bulimba",-27.4445,153.0521
"Victor Grenning Park, Zillmere",Park,"Victor Grenning Park, 44 Maher Street, Zillmere",-27.3563,153.0435
"Victor Park, Windsor",Park,"Victor Park, 39 Downey Street, Windsor",-27.4427,153.0264
"Victoria Bridge, Brisbane City",General Council venue,"Victoria Bridge, Brisbane City",-27.4724,153.0211
"Victoria Park Golf Complex, Herston","General Council venue,Golf course","Victoria Park Golf Complex, 290 Gilchrist Avenue, Herston",-27.4542,153.0175
"Victoria Park, Herston",Park,"Victoria Park, 290 Gilchrist Avenue, Herston",-27.4524,153.0232
"Visible Ink, Fortitude Valley",General Council venue,"Visible Ink, 5 Green Square Close, Fortitude Valley",-27.4545,153.0345
"Vogler Park, Sunnybank Hills",Park,"Vogler Park, 41 Falstaff Street, Sunnybank Hills",-27.6064,153.0519
"Voyager Drive Park, Kuraby",Park,"Voyager Drive Park, 531 Millers Road, Kuraby",-27.6139,153.0971
"W. J. Scott Park, Holland Park",Park,"W. J. Scott Park, 125 Harold Street, Holland Park",-27.516804,153.064172
"W.A. Jolly Park, Lutwyche",Park,"W.A. Jolly Park, 50 Wesley Street, Lutwyche",-27.4242,153.0306
"W.J. Scott Park, Holland Park",Park,"W.J. Scott Park, 125 Harold Street, Holland Park",-27.515,153.0646
"Wakefield Park, Brighton",Park,"Wakefield Park, 77 Gloucester Street, Brighton",-27.3014,153.05
"Wakerley Park, Runcorn",Park,"Wakerley Park (Runcorn), 23 Dew Street, Runcorn",-27.486,153.1512
"Wakerley Park, Wakerley",Park,"Wakerley Park, 74 Dianthus St, Wakerley",-27.5907,153.0703
"Wal Cocking Park, Kenmore",Park,"Wal Cocking Park, 2053 Moggill Road, Kenmore",-27.5077,152.9386
Wallaby Parade Park,Park,"Wallaby Parade Park, 40 Wallaby Parade, Rochedale",-27.56423,153.115166
"Wallaroo Way Park, Doolandella",Park,"Wallaroo Way Community Park, 110 Wallaroo Way, Doolandella",-27.6094,152.9767
"Wally Bourke Park, Gordon Park",Park,"Wally Bourke Park, 10 Kate Street, Gordon Park",-27.4214,153.0297
"Wally Tate Park, Runcorn",Park,"Wally Tate Park, 95 Warrigal Road, Runcorn",-27.6025,153.0909
"Walton Bridge Reserve, The Gap",Park,"Walton Bridge Reserve, 941 Waterworks Road, The Gap",-27.4469,152.9536
"Waminda Street Park, Morningside",Park,"Waminda Street Park, 10 Foxton Street, Morningside",-27.4742,153.0679
"Warburton Park, Virginia",Park,"Warburton Park, 14A Wellington Street, Virginia",-27.380538,153.065647
"Warranilla Street Park, Parkinson",Park,"Warranilla Street Park, 28 Glenlee Place, Parkinson",-27.6347,153.0242
"Warren Ritchie Memorial Complex Park, Ellen Grove",Park,"Warren Ritchie Memorial Complex Park, 1449 Boundary Road, Ellen Grove",-27.6089,152.9305
"Waterfront Park, Newstead",Park,"Waterfront Park, 39 Waterloo Street, Newstead",-27.4485,153.0455
"Waterline Crescent Park, Bulimba",Park,"Waterline Crescent Park, 81 Waterline Crescent, Bulimba",-27.456,153.0557
"Watheroo Place Park, Parkison",Park,"Watheroo Place Park, 20 Watheroo Place, Parkinson",-27.6412,153.0184
"Wattle Crescent Park, Moggill",Park,"Wattle Crescent Park, 15 Wattle Crescent, Moggill",-27.5726,152.8761
"Wattle Street Park, Cannon Hill",Park,"Wattle Street Park, 579 Lytton Road, Cannon Hill",-27.4583,153.089
"Webster Road Park, Stafford Heights",Park,"Webster Road Park, 239 Kitchener Road, Stafford Heights",-27.3948,153.0193
Wedgetail Street Park,Park,"Wedgetail Street Park, Wallaroo Way, Doolandella",-27.608,152.9781
"Wells Place Park, Hemmant",Park,"Wells Place Park, 7 Shaw Place, Hemmant",-27.4577,153.1424
"Wembley Park, Coorparoo",Park,"Wembley Park, 71 Jackson Street, Coorparoo",-27.4892,153.0609
"Wendon Way Park, Bridgeman Downs",Park,"Wendon Way Park, 70 Darien Street, Bridgeman Downs",-27.361,152.9851
"Wendouree Crescent Park, Westlake",Park,"Wendouree Crescent Park, 121 Wendouree Crescent, Westlake",-27.5463,152.904
"Wendy Turnbull Park, Bracken Ridge",Park,"Wendy Turnbull Park, 47 Enbrook Street, Bracken Ridge",-27.33,153.0364
West End Community House,Community Hall,"West End Community House, 4 Norfolk Street, West End",-27.4759,153.0127
"West End Community Park, West End",Park,"West End Community Park, 155 Boundary Street, West End",-27.4798,153.012
West End Library,Library,"West End Library, 178-180 Boundary Street, West End",-27.4824,153.0119
"West End Riverside Lands Park, West End",Park,"West End Riverside Lands Park, 60 Kurilpa Street, West End",-27.4838,152.9997
"West Place Park, Virginia",Park,"West Place Park, 35 West Place, Virginia,",-27.3835,153.0692
"Westaway Park, Moggill",Park,"Westaway Park, 4 Witty Road, Moggill",-27.5972,153.0502
"Westbrook Park, Toowong",Park,"Westbrook Park, 38 Market Street, Toowong",-27.4867,152.9769
"Western Outlook Park, Robertson",Park,"Western Outlook Park, 91 Davrod Street, Robertson",-27.5639,153.0574
"Weston Place Park, Oxley",Park,"Weston Place Park, 27 Muirfield Crescent, Oxley",-27.5747,152.9844
"Whatmore Street Park, Carina Heights",Park,"Whatmore Street Park, 2 Whatmore Street, Carina Heights",-27.5006,153.0974
"Whipbird Park, Macgregor",Park,"Whipbird Park, 434 McCullough Street, Macgregor",-27.5702,153.0833
"Whites Hill Reserve, Camp Hill",Park,"Whites Hill Reserve, 205 Jones Road, Camp Hill",-27.511,153.083
"Whites Road Park, Chermside West",Park,"Whites Road Park, 751 Hamilton Road, Chermside West",-27.3823,153.009
"Whitmore Street Park, Taringa",Park,"Whitmore Street Park, 14 Whitmore Street, Taringa",-27.491,152.9874
"Wickham Park, Spring Hill",Park,"Wickham Park, 330 Wickham Terrace, Spring Hill",-27.4657,153.022
"Wilcannia Park, Ashgrove",Park,"Wilcannia Park, 11 Bracknell Place, Ashgrove",-27.4494,152.9675
"Wilhelmine Kruger Park, Nudgee",Park,"Wilhelmine Kruger Park, 7 Tenalga Court, Nudgee",-27.3752,153.0855
"Willard Street Park, Carina Heights",Park,"Willard Street Park, 111 Willard Street, Carina Heights",-27.5052,153.0935
"Willawong Resource Recovery Centre, Willawong",General Council venue,"Willawong Resource Recovery Centre, 360 Sherbrooke Road, Willawong",-27.6003,153.0039
William Gunn Jetty,Non-Council venue,"William Gunn Jetty, Wyvernleigh Crescent, Manly",-27.4535,153.1889
"William Jolly Bridge, Brisbane City",General Council venue,"William Jolly Bridge, Brisbane City",-27.4684,153.0155
"Williamina Park, East Brisbane",Park,"Williamina Park, 66 Mowbray Terrace, East Brisbane",-27.4835,153.0455
"Williams Park, Runcorn",Park,"Williams Park, 79 Ervatamia Street, Runcorn",-27.6027,153.0705
"Willmington Park, Alderley",Park,"Willmington Park, 81 Moore Street, Alderley",-27.4272,152.9932
"Wills Street Park, Coorparoo",Park,"Wills Street Park, 43 Wills Street, Coorparoo",-27.5114,153.0613
"Wilson Outlook Reserve, New Farm",Park,"Wilson Outlook Reserve, 3 Boundary Street, Brisbane City",-27.4631,153.0387
"Wilson Park, Norman Park",Park,"Wilson Park, 70 Norman Avenue, Norman Park",-27.4772,153.0575
"Wilston Place Park, Wilston",Park,"Wilston Place Park, 18 Hewitt Street, Wilston",-27.4352,153.0196
"Wilston Recreation Reserve, Wilston",Park,"Wilston Recreation Reserve, 28 Mark Street, Newmarket",-27.4412,153.0127
"Windsor Memorial Park, Windsor",Park,"Windsor Memorial Park, 311 Lutwyche Road, Windsor",-27.4307,153.0321
"Windsor Park, Windsor",Park,"Windsor Park, 47A Blackmore Street, Windsor",-27.4315,153.0365
"Winstanley Street Park, Carindale",Park,"Winstanley Street Park, 8 Rainsby Court, Carindale",-27.5107,153.1089
"Winton Crescent Park, Murarrie",Park,"Winton Crescent Park, 26 Winton Crescent, Murarrie",-27.4607,153.0954
"Wirilda Street Park, Middle Park",Park,"Wirilda Street Park, 28 Wirilda Street, Middle Park",-27.5557,152.9179
"Wishart Community Park, Wishart",Park,"Wishart Community Park, 106A Kavanagh Road, Wishart",-27.5664,153.1008
"Wishart Nature Reserve, Wishart",Park,"Wishart Nature Reserve, 305 Mt Gravatt-Capalaba Road, Wishart",-27.5567,153.0935
"Witton Barracks Park, Indooroopilly",Park,"Witton Barracks Park, 9 Lambert Road, Indooroopilly",-27.5033,152.9765
"Witton Road Park (no. 209), Indooroopilly",Park,"Witton Road Park (no. 209), 209 Witton Road, Indooroopilly",-27.5051,152.9697
"Wittonga Park, The Gap",Park,"Wittonga Park, 98 Hilder Road, The Gap",-27.4388,152.9329
Witty Road Park,Park,"Witty Road Park, Witty Road, Moggill",-27.5698,152.8741
"Wollombi Park, Holland Park",Park,"Wollombi Park, 31 Hector Road, Holland Park",-27.5235,153.0791
"Wolston Creek Bushland Reserve, Riverhills",Park,"Wolston Creek Bushland Reserve, 69 Tomkins Road, Riverhills",-27.565,152.911
"Wood Avenue Park, Cannon Hill",Park,"Wood Avenue Park, 132 Fursden Road, Cannon Hill",-27.4813,153.1051
"Wood Park, Middle Park",Park,"Wood Park, 10 Naver Street, Middle Park",-27.5538,152.9264
Wood Street Park (road reserve),Park,"Wood Street Park, Bage and Wood Streets and Sandgate Road, Nundah",-27.401,153.059
"Woodland Avenue Park, Forest Lake",Park,"Woodland Avenue Park, 18 Grasstree Place, Forest Lake",-27.6109,152.973
"Woogaroo Reserve, Forest Lake",Park,"Woogaroo Reserve, 315 Forest Lake Boulevard, Forest Lake",-27.6338,152.9759
"Woolcock Park, Red Hill",Park,"Woolcock Park, 92 Waterworks Road, Red Hill",-27.4494,152.9993
"Woollongabba Place Park, Woolloongabba",Park,"Woollongabba Place Park, 868 Main Street, Woolloongabba",-27.486,153.0364
"Woolloongabba Rotary Park, East Brisbane",Park,"Woolloongabba Rotary Park, 64 Fisher Street, East Brisbane",-27.4903,153.0428
"Woonga Drive Park, Ashgrove",Park,"Woonga Drive Park, 40A Woonga Drive, Ashgrove",-27.4464,152.9786
"Woongarra Street Park, The Gap",Park,"Woongarra Street Park, 6 Gawalla Street, The Gap",-27.4461,152.939
"Wyandra Crescent Park, Murarrie",Park,"Wyandra Crescent Park, 38 Wyandra Crescent, Murarrie",-27.4627,153.092
"Wynnum Community Centre, Wynnum","Community Hall,General Council venue","Wynnum Community Centre, 105 Florence Street, Wynnum",-27.4446,153.1723
Wynnum Library,Library,"Wynnum Library, 145 Florence Street, Wynnum",-27.4444,153.1719
"Wynnum Memorial Park, Wynnum",Park,"Wynnum Memorial Park, 105 Buderium Street, Wynnum",-27.4531,153.1747
"Wynnum Municipal Hall, Wynnum",Community Hall,"Wynnum Hall, 219 Bay Terrace, Wynnum",-27.4468,153.1765
"Wynnum Wading Pool Park, Wynnum",Park,"Wynnum Wading Pool Park, 173 Wynnum Esplanade, Wynnum",-27.442,153.1766
"Wynola Park, Coorparoo",Park,"Wynola Park, 57 Meridian Street, Coorparoo",-27.5111,153.0677
"Yandina Picnic Ground Park, Mansfield",Park,"Yandina Picnic Ground Park, 279 Wecker Road, Mansfield",-27.5378,153.1124
Yeronga Community Garden,Community Garden,"Yeronga Community Garden, 24 Killarney Street, Yeronga",-27.5181,153.0189
"Yeronga Memorial Park, Yeronga",Park,"Yeronga Memorial Park, 78 Park Road, Yeronga",-27.5196,153.0242
"Yeronga Park Memorial Swimming Pool, Yeronga",Swimming pool,"Yeronga Park Memorial Swimming Pool, 55 School Road, Yeronga",-27.5215502,153.0199191
"Yeronga Park Pool, Yeronga",Swimming pool,"Yeronga Park Pool, 55 School Road, Yeronga",-27.5204,153.0223
"Yewleaf Place Park, Calamvale",Park,"Yewleaf Place Park, 14 Yewleaf Place, Calamvale",-27.6205,153.0594
"Yimbun Park, Sunnybank",Park,"Yimbun Park, 459 McCullough Street, Sunnybank",-27.5742,153.0741
Yoorala Street Community Garden,Community Garden,"Yoorala Street Community Garden, 98 Yoorala Street, The Gap",-27.4494,152.9387
"York Street Park, Morningside",Park,"York Street Park, 142 Beverley Street, Morningside",-27.461,153.0779
"Yowoggera Park, Albion",Park,"Yowoggera Park, 70 Sandgate Road, Albion",-27.4388,153.0424
"Yucca Court Park, Eight Mile Plains",Park,"Yucca Court Park, 11 Yucca Court, Eight Mile Plains",-27.5848,153.0749
"Yugarapul Park, Sunnybank",Park,"Yugarapul Park, 233 Dunedin Street, Sunnybank",-27.5813,153.0715
"Zillmere Hall, Zillmere",Community Hall,"Zillmere Hall, 52 Murphy Road, Zillmere",-27.3631,153.0376
Zillmere Library,Library,"Zillmere Library, Corner Jennings Street and Zillmere Road, Zillmere",-27.3599,153.0407
"Zillmere Road (no. 605) Park, Zillmere",Park,"Zillmere Road (no. 605) Park, 565 Zillmere Road, Zillmere",-27.3539,153.0289
Zingelmann Place Park,Park,"Zingelmann Place Park, 37 Zinglemann Place, Kuraby",-27.6109,153.1017
